GEMEENTENAAM VESTIGING;ADRES PLAATS;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;TITELGEMEENTEN;ADRES-naam;ADRES;ADRES_STRAAT;ADRES-NR;ADRES_PC;ADRES PLAATS;DENOMINATIE
S GRAVENHAGE;'S-GRAVENHAGE;19ZP05;Maris College - Houtrust;S GRAVENHAGE;Maris College voor Mavo Vmbo Lwoo - locatie Houtrust;Tjalie Robinsonduin 74, 2566 HD 'S-GRAVENHAGE;Tjalie Robinsonduin;74;2566 HD;'S-GRAVENHAGE;Openbaar
S GRAVENHAGE;'S-GRAVENHAGE;20CQ01;Lyceum Ypenburg;S GRAVENHAGE;Atlas Onderwijsgroep voor gymnasium, atheneum, havo, vmbo;Laan van Kans 3, 2496 VB 'S-GRAVENHAGE;Laan van Kans;3;2496 VB;'S-GRAVENHAGE;Openbaar
S GRAVENHAGE;'S-GRAVENHAGE;20LU00;Gymnasium Haganum;S GRAVENHAGE;Gymnasium Haganum;Laan van Meerdervoort 57, 2517 AG 'S-GRAVENHAGE;Laan van Meerdervoort;57;2517 AG;'S-GRAVENHAGE;Openbaar
S GRAVENHAGE;'S-GRAVENHAGE;20MA00;SGM het Segbroekcollege, Klaverstraat;S GRAVENHAGE;Scholengemeenschap het Segbroekcollege Vwo Havo Mavo;Klaverstraat 7, 2565 BT 'S-GRAVENHAGE;Klaverstraat;7;2565 BT;'S-GRAVENHAGE;Openbaar
S GRAVENHAGE;S-GRAVENHAGE;20MA01;SGM het Segbroekcollege, Goudsbloemlaan;S GRAVENHAGE;;;;;;;Openbaar
S GRAVENHAGE;'S-GRAVENHAGE;20MD00;Maerlant Lyceum;S GRAVENHAGE;Maerlant Lyceum met Afdeling Havo;Johannes Bildersstraat 11, 2596 ED 'S-GRAVENHAGE;Johannes Bildersstraat;11;2596 ED;'S-GRAVENHAGE;Openbaar
S GRAVENHAGE;'S-GRAVENHAGE;20MF00;Dalton Den Haag;S GRAVENHAGE;Dalton Den Haag gymnasium atheneum havo;Aronskelkweg 1, 2555 GA 'S-GRAVENHAGE;Aronskelkweg;1;2555 GA;'S-GRAVENHAGE;Openbaar
S GRAVENHAGE;'S-GRAVENHAGE;20MJ00;Johan de Witt Zusterstraat;S GRAVENHAGE;Johan de Witt Scholengroep voor Vwo Havo Mavo Vmbo Pro Lwoo nieuwkomers;Zusterstraat 120, 2512 TP 'S-GRAVENHAGE;Zusterstraat;120;2512 TP;'S-GRAVENHAGE;Openbaar
S GRAVENHAGE;'S-GRAVENHAGE;20MJ02;Maris - Belgisch Park;S GRAVENHAGE;Johan de Witt Scholengr voor Vwo Havo Mavo Vmbo Pro Lwoo loc Maris Belgisch Park;Nieuwe Duinweg 10, 2587 AC 'S-GRAVENHAGE;Nieuwe Duinweg;10;2587 AC;'S-GRAVENHAGE;Openbaar
S GRAVENHAGE;'S-GRAVENHAGE;20MJ05;Johan de Witt Hooftskade;S GRAVENHAGE;Johan de Witt Scholengroep voor Vwo Havo Mavo Vmbo Pro Lwoo Nieuwkomers;Hooftskade 127-129, 2526 KB 'S-GRAVENHAGE;Hooftskade;127-129;2526 KB;'S-GRAVENHAGE;Openbaar
S GRAVENHAGE;'S-GRAVENHAGE;20MM00;Zuid-West College;S GRAVENHAGE;Stichting Scholengroep Den Haag Zuid-West;Beresteinlaan 627, 2542 JR 'S-GRAVENHAGE;Beresteinlaan;627;2542 JR;'S-GRAVENHAGE;Algemeen bijzonder
S GRAVENHAGE;'S-GRAVENHAGE;20MM01;Wateringse Veld College;S GRAVENHAGE;Stichting Scholengroep Den Haag Zuid-West;Missouri 1, 2548 HT 'S-GRAVENHAGE;Missouri;1;2548 HT;'S-GRAVENHAGE;Algemeen bijzonder
S GRAVENHAGE;'S-GRAVENHAGE;20MM06;Roemer Visscher College;S GRAVENHAGE;Stichting Scholengroep Den Haag Zuid-West;Roemer Visscherstraat 106, 2533 VG 'S-GRAVENHAGE;Roemer Visscherstraat;106;2533 VG;'S-GRAVENHAGE;Algemeen bijzonder
S GRAVENHAGE;'S-GRAVENHAGE;21GU00;Edith Stein College;S GRAVENHAGE;Scholengroep Esloo PC RK Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;Louis Couperusplein 33, 2514 HP 'S-GRAVENHAGE;Louis Couperusplein;33;2514 HP;'S-GRAVENHAGE;Samenwerking PC, RK
S GRAVENHAGE;'S-GRAVENHAGE;21GU06;Diamant College;S GRAVENHAGE;Scholengroep Esloo PC RK Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;Diamanthorst 183, 2592 GD 'S-GRAVENHAGE;Diamanthorst;183;2592 GD;'S-GRAVENHAGE;Samenwerking PC, RK
S GRAVENHAGE;'S-GRAVENHAGE;21GU07;Montaigne Lyceum;S GRAVENHAGE;Scholengroep Esloo PC RK Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;Kiekendiefstraat 25, 2496 RP 'S-GRAVENHAGE;Kiekendiefstraat;25;2496 RP;'S-GRAVENHAGE;Samenwerking PC, RK
S GRAVENHAGE;'S-GRAVENHAGE;21GU08;College St. Paul;S GRAVENHAGE;Scholengroep Esloo PC RK Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;Isabellaland 259, 2591 SG 'S-GRAVENHAGE;Isabellaland;259;2591 SG;'S-GRAVENHAGE;Samenwerking PC, RK
S HERTOGENBOSCH;'S-HERTOGENBOSCH;01GV00;Mavoschool Sancta Maria;S HERTOGENBOSCH;Mavoschool Sancta Maria;Aartshertogenlaan 108, 5212 CM 'S-HERTOGENBOSCH;Aartshertogenlaan;108;5212 CM;'S-HERTOGENBOSCH;Rooms-Katholiek
S HERTOGENBOSCH;'S-HERTOGENBOSCH;05PL00;Ds. Pierson College;S HERTOGENBOSCH;Ds. Pierson College voor Mavo Havo Atheneum;Geraert ter Borchstraat 1, 5212 CZ 'S-HERTOGENBOSCH;Geraert ter Borchstraat;1;5212 CZ;'S-HERTOGENBOSCH;Protestants-Christelijk
S HERTOGENBOSCH;ROSMALEN;07MU00;Rodenborch-College;S HERTOGENBOSCH;Rodenborch-College voor Atheneum Havo Mavo;T.M. Kortenhorstlaan 4, 5244 GD ROSMALEN;T.M. Kortenhorstlaan;4;5244 GD;ROSMALEN;Rooms-Katholiek
S HERTOGENBOSCH;'S-HERTOGENBOSCH;17KF00;Van Maerlant;S HERTOGENBOSCH;Van Maerlant voor Mavo Vbo Lwoo;Onderwijsboulevard 1, 5223 DE 'S-HERTOGENBOSCH;Onderwijsboulevard;1;5223 DE;'S-HERTOGENBOSCH;Rooms-Katholiek
S HERTOGENBOSCH;'S-HERTOGENBOSCH;17KF02;Van Maerlant vakschool;S HERTOGENBOSCH;Van Maerlant voor Mavo Vbo Lwoo;Hervensebaan 5, 5232 JL 'S-HERTOGENBOSCH;Hervensebaan;5;5232 JL;'S-HERTOGENBOSCH;Rooms-Katholiek
S HERTOGENBOSCH;'S-HERTOGENBOSCH;20AJ00;Stedelijk Gymnasium;S HERTOGENBOSCH;Stedelijk Gymnasium;Mercatorplein 2, 5223 LL 'S-HERTOGENBOSCH;Mercatorplein;2;5223 LL;'S-HERTOGENBOSCH;Openbaar
S HERTOGENBOSCH;'S-HERTOGENBOSCH;20ST00;Sint-Janslyceum;S HERTOGENBOSCH;Sint-Janslyceum School voor Gymnasium Atheneum Havo en Mavo;Sweelinckplein 3, 5216 EG 'S-HERTOGENBOSCH;Sweelinckplein;3;5216 EG;'S-HERTOGENBOSCH;Rooms-Katholiek
S HERTOGENBOSCH;'S-HERTOGENBOSCH;20SY00;Jeroen Bosch College;S HERTOGENBOSCH;Jeroen Bosch College Scholengemeenschap voor Vwo Havo en Mavo;Rompertsebaan 63, 5231 GT 'S-HERTOGENBOSCH;Rompertsebaan;63;5231 GT;'S-HERTOGENBOSCH;Rooms-Katholiek
S HERTOGENBOSCH;'S-HERTOGENBOSCH;23FY00;Bossche Vakschool;S HERTOGENBOSCH;Bossche Vakschool voor Mavo Vbo Lwoo;Hervensebaan 5, 5232 JL 'S-HERTOGENBOSCH;Hervensebaan;5;5232 JL;'S-HERTOGENBOSCH;Samenwerking RK, Alg. Bijz.
S HERTOGENBOSCH;'S-HERTOGENBOSCH;26CC08;Helicon;S HERTOGENBOSCH;Helicon Opleidingen;Hervensebaan 7, 5232 JL 'S-HERTOGENBOSCH;Hervensebaan;7;5232 JL;'S-HERTOGENBOSCH;Algemeen bijzonder
SCHIEDAM;SCHIEDAM;00JR00;SGM Spieringshoek;SCHIEDAM;Scholengemeenschap Spieringshoek voor Gymnasium Atheneum en HAVO;Van der Brugghenlaan 2, 3118 LA SCHIEDAM;Van der Brugghenlaan;2;3118 LA;SCHIEDAM;Rooms-Katholiek
SCHIEDAM;SCHIEDAM;16EI00;Lyceum Schravenlant;SCHIEDAM;Lyceum Schravenlant voor Atheneum en Havo;Hugo de Grootstraat 4, 3119 HA SCHIEDAM;Hugo de Grootstraat;4;3119 HA;SCHIEDAM;Openbaar
SCHIEDAM;SCHIEDAM;17WQ08;Lentiz VMBO Life College;SCHIEDAM;Lentiz locatie Lentiz VMBO Life College;Parallelweg 401, 3112 NA SCHIEDAM;Parallelweg;401;3112 NA;SCHIEDAM;Samenwerking PC, RK
SCHIEDAM;SCHIEDAM;19KM00;Mavo Schravenlant XL;SCHIEDAM;Mavo Schravenlant XL voor mavo en vmbo;Van der Leeuwlaan 3, 3118 LP SCHIEDAM;Van der Leeuwlaan;3;3118 LP;SCHIEDAM;Openbaar
SCHIEDAM;SCHIEDAM;20DC00;Stedelijk;SCHIEDAM;Stedelyk Gymnasium;Valeriusstraat 29-31, 3122 AM SCHIEDAM;Valeriusstraat;29-31;3122 AM;SCHIEDAM;Openbaar
SCHIJNDEL;SCHIJNDEL;04GU00;Elde College Schijndel;SCHIJNDEL;Elde College Schijndel voor VWO HAVO VMBO LWOO en PRO;Putsteeg 4, 5481 XT SCHIJNDEL;Putsteeg;4;5481 XT;SCHIJNDEL;Rooms-Katholiek
SCHOUWEN-DUIVELAND;ZIERIKZEE;13OR03;Pontes Pieter Zeeman;SCHOUWEN-DUIVELAND;Pontes voor Lyceum Atheneum Havo Mavo Vbo Pro en Lwoo;Hatfieldpark 1-2, 4301 XC ZIERIKZEE;Hatfieldpark;1-2;4301 XC;ZIERIKZEE;Openbaar
SINT ANTHONIS;STEVENSBEEK;16SW00;Metameer Stevensbeek;SINT ANTHONIS;Rooms Katholieke Scholengemeenschap METAMEER voor ATH HAVO VMBO LWOO;Stevensbeekseweg 8-A, 5844 AB STEVENSBEEK;Stevensbeekseweg;8-A;5844 AB;STEVENSBEEK;Rooms-Katholiek
SINT-MICHIELSGESTEL;SINT-MICHIELSGESTEL;04GU03;Elde College Schijndel;SINT-MICHIELSGESTEL;Elde College Schijndel voor VWO HAVO VMBO LWOO en PRO;Kapelbergstraat 6, 5271 VB SINT-MICHIELSGESTEL;Kapelbergstraat;6;5271 VB;SINT-MICHIELSGESTEL;Rooms-Katholiek
SINT-MICHIELSGESTEL;SINT-MICHIELSGESTEL;17JY00;Gymn Beekvliet;SINT-MICHIELSGESTEL;Gymnasium Beekvliet;Beekvlietstraat 4, 5271 SM SINT-MICHIELSGESTEL;Beekvlietstraat;4;5271 SM;SINT-MICHIELSGESTEL;Rooms-Katholiek
SLIEDRECHT;SLIEDRECHT;06WY00;Grienden College;SLIEDRECHT;Griendencollege voor VMBO;Prof Kamerlingh Onnesln 109, 3362 VE SLIEDRECHT;Prof Kamerlingh Onnesln;109;3362 VE;SLIEDRECHT;Samenwerking PC, Alg. Bijz.
SLUIS;OOSTBURG;00AQ00;Zwin College SGM;SLUIS;Zwin College Scholengemeenschap voor Vmbo Havo Atheneum Gymnasium;Nieuwstraat 50, 4501 BE OOSTBURG;Nieuwstraat;50;4501 BE;OOSTBURG;Algemeen bijzonder
SOMEREN;SOMEREN;13PE01;Varendonck College;SOMEREN;Varendonck College voor Atheneum Gymnasium Havo Vmbo Lwoo Pro;Kanaalstraat 12-14, 5711 EH SOMEREN;Kanaalstraat;12-14;5711 EH;SOMEREN;Rooms-Katholiek
STEENBERGEN;STEENBERGEN NB;02FY02;'t Ravelijn;STEENBERGEN;"OMO Scholengroep Bergen op Zoom e.o.; 't Ravelijn";Ravelijnstraat 2-A, 4651 DT STEENBERGEN NB;Ravelijnstraat;2-A;4651 DT;STEENBERGEN NB;Rooms-Katholiek
STEENWIJKERLAND;STEENWIJK;16GZ00;RSG Tromp Meesters;STEENWIJKERLAND;Regionale Scholengemeenschap Tromp Meesters voor Lyc Havo Mavo Vbo Lwoo;Lijsterbesstraat 1, 8331 NS STEENWIJK;Lijsterbesstraat;1;8331 NS;STEENWIJK;Openbaar
STEENWIJKERLAND;STEENWIJK;16GZ01;RSG Tromp Meesters vmbo;STEENWIJKERLAND;Regionale Scholengemeenschap Tromp Meesters voor Lyc Havo mavo Vbo Lwoo;Stationsstraat 40, 8331 GK STEENWIJK;Stationsstraat;40;8331 GK;STEENWIJK;Openbaar
STEENWIJKERLAND;STEENWIJK;23WU00;CSG Eekeringe;STEENWIJKERLAND;Christelijke Scholengemeenschap voor Mavo en Vbo Eekeringe;Oostwijkstraat 8, 8331 ED STEENWIJK;Oostwijkstraat;8;8331 ED;STEENWIJK;Samenwerking PC, RK
STICHTSE VECHT;MAARSSEN;03OY00;Niftarlake College Maarssen;STICHTSE VECHT;Niftarlake College Christelijke Scholengemeenschap voor Atheneum Havo Mavo;Pauwenkamp 151, 3607 GK MAARSSEN;Pauwenkamp;151;3607 GK;MAARSSEN;Protestants-Christelijk
STICHTSE VECHT;BREUKELEN UT;11NY00;RSG Broklede Breukelen;STICHTSE VECHT;Regionale Scholengemeenschap Broklede voor Atheneum en Havo;Schepersweg 6-A, 3621 JK BREUKELEN UT;Schepersweg;6-A;3621 JK;BREUKELEN UT;Openbaar
STICHTSE VECHT;MAARSSEN;17HX00;Rientjes Mavo Maarssen;STICHTSE VECHT;Mgr A E Rientjes Mavo;Valkenkamp 551, 3607 MJ MAARSSEN;Valkenkamp;551;3607 MJ;MAARSSEN;Rooms-Katholiek
STICHTSE VECHT;BREUKELEN UT;23VD00;Broeckland College Breukelen;STICHTSE VECHT;Broeckland College voor Mavo Vbo Lwoo;Engel de Ruijterstraat 40, 3621 CV BREUKELEN UT;Engel de Ruijterstraat;40;3621 CV;BREUKELEN UT;Protestants-Christelijk
TERNEUZEN;TERNEUZEN;00LY00;Zeldenrust Steelantcollege;TERNEUZEN;PC RK SGM Zeldenrust Steelantcollege;Zeldenrustlaan 2, 4535 GZ TERNEUZEN;Zeldenrustlaan;2;4535 GZ;TERNEUZEN;Samenwerking PC, RK
TERNEUZEN;TERNEUZEN;16JO00;SSG De Rede;TERNEUZEN;Stedelijke Scholengemeenschap De Rede voor Lyc Havo Mavo Vbo Lwoo;Oude Vaart 1, 4537 CD TERNEUZEN;Oude Vaart;1;4537 CD;TERNEUZEN;Openbaar
THOLEN;THOLEN;03JY03;Calvijn College;THOLEN;Calvijn College voor Reformatorisch Atheneum Havo Mavo Vbo Lwoo;Zoekweg 3, 4691 HT THOLEN;Zoekweg;3;4691 HT;THOLEN;Reformatorisch
TIEL;TIEL;23HC01;RSG Lingecollege;TIEL;RSG Lingecollege;Heiligestraat 78, 4001 DN TIEL;Heiligestraat;78;4001 DN;TIEL;Openbaar
TILBURG;TILBURG;02IS00;Vakcollege Tilburg;TILBURG;Vakcollege Tilburg, sectoren Zorg & Welzijn en Techniek;Reitse Hoevenstraat 12, 5042 EH TILBURG;Reitse Hoevenstraat;12;5042 EH;TILBURG;Rooms-Katholiek
TILBURG;TILBURG;09VG00;Reeshof College;TILBURG;Onderwijsgroep Tilburg VMBO Reeshof, VMBO LWOO;Warmondstraat 240, 5036 BV TILBURG;Warmondstraat;240;5036 BV;TILBURG;Rooms-Katholiek
TILBURG;TILBURG;16MQ00;Kon Willem II College;TILBURG;Koning Willem II College voor Lyc Havo Mavo;Tatraweg 80, 5022 DS TILBURG;Tatraweg;80;5022 DS;TILBURG;Openbaar
TILBURG;TILBURG;16OX01;2College De Nieuwste School;TILBURG;2College voorLyceum Havo Mavo Vbo locatie De Nieuwste School;Sint Josephstraat 106, 5017 GK TILBURG;Sint Josephstraat;106;5017 GK;TILBURG;Rooms-Katholiek
TILBURG;TILBURG;16OX02;2College Cobbenhagenlyceum;TILBURG;2College voor Lyceum Havo Mavo Vbo locatie Cobbenhagenlyceum;Brittendreef 5, 5012 AE TILBURG;Brittendreef;5;5012 AE;TILBURG;Rooms-Katholiek
TILBURG;BERKEL-ENSCHOT;16OX03;2College Ruiven;TILBURG;2College voor Lyceum Havo Mavo Vbo locatie Ruiven;Vlierakkerhof 1, 5056 NH BERKEL-ENSCHOT;Vlierakkerhof;1;5056 NH;BERKEL-ENSCHOT;Rooms-Katholiek
TILBURG;TILBURG;16OX04;2College Jozefmavo;TILBURG;2College voor Lyceum Havo Mavo Vbo locatie Jozefmavo;Oude Dijk 9, 5038 VM TILBURG;Oude Dijk;9;5038 VM;TILBURG;Rooms-Katholiek
TILBURG;TILBURG;16OX10;2College Cobbenhagenmavo;TILBURG;2College voor Lyceum Havo Mavo Vbo locatie Cobbenhagenmavo;Jac van Vollenhovenstr 260, 5012 AD TILBURG;Jac van Vollenhovenstr;260;5012 AD;TILBURG;Rooms-Katholiek
TILBURG;TILBURG;18XU00;Beatrix College;TILBURG;Beatrix College voor Mavo, Havo, Atheneum;Ketelhavenstraat 3, 5045 NG TILBURG;Ketelhavenstraat;3;5045 NG;TILBURG;Openbaar
TILBURG;TILBURG;18XU01;Beatrix College locatie Reeshof;TILBURG;Beatrix College voor Mavo, Havo, Atheneum locatie Reeshof College;Warmondstraat 240, 5036 BV TILBURG;Warmondstraat;240;5036 BV;TILBURG;Openbaar
TILBURG;TILBURG;20GD00;Vakcollege Tilburg;TILBURG;Vakcollege Tilburg voor mavo vmbo en lwoo;Reitse Hoevenstraat 12, 5042 EH TILBURG;Reitse Hoevenstraat;12;5042 EH;TILBURG;Rooms-Katholiek
TILBURG;TILBURG;20GD01;Frater van Gemertschool;TILBURG;Vakcollege Tilburg voor mavo vmbo en lwoo;Schout Backstraat 37, 5037 MJ TILBURG;Schout Backstraat;37;5037 MJ;TILBURG;Rooms-Katholiek
TILBURG;TILBURG;21EX00;Theresialyceum;TILBURG;Theresialyceum voor gymnasium atheneum en havo;Prof Cobbenhagenlaan 5, 5037 DA TILBURG;Prof Cobbenhagenlaan;5;5037 DA;TILBURG;Rooms-Katholiek
TILBURG;TILBURG;21FV00;Sint Odulphuslyceum;TILBURG;Sint Odulphuslyceum Scholengemeenschap voor VWO en HAVO;Noordhoekring 99, 5038 GC TILBURG;Noordhoekring;99;5038 GC;TILBURG;Rooms-Katholiek
TILBURG;TILBURG;25LV00;SG De Rooi Pannen;TILBURG;Scholengemeenschap De Rooi Pannen;Dr. Ahausstraat 1, 5042 EK TILBURG;Dr. Ahausstraat;1;5042 EK;TILBURG;Rooms-Katholiek
TUBBERGEN;TUBBERGEN;16VI01;Canisius Tubbergen;TUBBERGEN;R.K. Scholengemeenschap Canisius voor vmbo havo vwo;Huyerenseweg 1, 7651 LR TUBBERGEN;Huyerenseweg;1;7651 LR;TUBBERGEN;Rooms-Katholiek
TWENTERAND;VRIEZENVEEN;02DO02;Het Noordik Vriezenveen;TWENTERAND;Protestants Scholengemeenschap Het Noordik voor Lyceum Havo Mavo Vbo Lwoo;Krijgerstraat 7, 7671 XW VRIEZENVEEN;Krijgerstraat;7;7671 XW;VRIEZENVEEN;Protestants-Christelijk
TWENTERAND;VROOMSHOOP;02DO03;Het Noordik Vroomshoop;TWENTERAND;Protestants Scholengemeenschap Het Noordik voor Lyceum Havo Mavo Vbo Lwoo;Linderflier 24, 7681 ZM VROOMSHOOP;Linderflier;24;7681 ZM;VROOMSHOOP;Protestants-Christelijk
UDEN;UDEN;06HF00;Udens College;UDEN;Udens College voor Lyceum Havo Mavo Vbo Lwoo;Schepenhoek 101, 5403 GA UDEN;Schepenhoek;101;5403 GA;UDEN;Samenwerking Opb., RK
URK;URK;18XX00;Berechja College;URK;Berechja College voor MAVO HAVO VBO;Waaiershoek 46, 8321 BH URK;Waaiershoek;46;8321 BH;URK;Protestants-Christelijk
URK;URK;23VL02;SGM Pieter Zandt;URK;Scholengemeenschap Pieter Zandt voor Lyceum Havo Mavo Vbo Lwoo;Vlechttuinen 6, 8322 BA URK;Vlechttuinen;6;8322 BA;URK;Reformatorisch
UTRECHT;VLEUTEN;00RO00;Amadeus Lyceum;UTRECHT;Amadeus Lyceum;Burchtpoort 3, 3452 MD VLEUTEN;Burchtpoort;3;3452 MD;VLEUTEN;Samenwerking PC, RK
UTRECHT;UTRECHT;01KF00;St Gregorius College;UTRECHT;Sint Gregorius College Scholengemeenschap voor Atheneum Havo Mavo;Nobeldwarsstraat 9, 3512 EW UTRECHT;Nobeldwarsstraat;9;3512 EW;UTRECHT;Rooms-Katholiek
UTRECHT;UTRECHT;01OE18;Wellantcollege;UTRECHT;Wellantcollege;Theo Thijssenplein 32, 3555 SJ UTRECHT;Theo Thijssenplein;32;3555 SJ;UTRECHT;Algemeen bijzonder
UTRECHT;UTRECHT;02UE00;St Bonifatius College;UTRECHT;Scholengemeenschap St Bonifatius College Lyceum Havo;Burg Fockema Andreaelaan 7, 3582 KA UTRECHT;Burg Fockema Andreaelaan;7;3582 KA;UTRECHT;Rooms-Katholiek
UTRECHT;UTRECHT;14OY00;Gerrit Rietveld College;UTRECHT;Gerrit Rietveld College;Eykmanlaan 1200, 3571 KH UTRECHT;Eykmanlaan;1200;3571 KH;UTRECHT;Samenwerking PC, RK
UTRECHT;UTRECHT;15JM00;Utrechts Stedelijk Gymnasium;UTRECHT;Utrechts Stedelijk Gymnasium, openbare school voor vwo;Ina Boudier-Bakkerlaan 7, 3582 VA UTRECHT;Ina Boudier-Bakkerlaan;7;3582 VA;UTRECHT;Openbaar
UTRECHT;UTRECHT;16PA00;Chr Gymnasium;UTRECHT;Christelijk Gymnasium;Koningsbergerstraat 2, 3531 AJ UTRECHT;Koningsbergerstraat;2;3531 AJ;UTRECHT;Protestants-Christelijk
UTRECHT;UTRECHT;18AN00;Globe College;UTRECHT;Globe College, brede school voor vmbo, basis, kader en theoretische leerweg;Grebbeberglaan 7, 3527 VX UTRECHT;Grebbeberglaan;7;3527 VX;UTRECHT;Protestants-Christelijk
UTRECHT;UTRECHT;24TJ00;Trajectum College;UTRECHT;Trajectum College, openbare scholengemeenschap voor vbo en mavo;Vader Rijndreef 9, 3561 XB UTRECHT;Vader Rijndreef;9;3561 XB;UTRECHT;Openbaar
UTRECHT;UTRECHT;24TR00;Leidsche Rijn College;UTRECHT;NUOVO scholengroep, openbaar vmbo, mavo, havo, vwo;Maartvlinder 1, 3544 DA UTRECHT;Maartvlinder;1;3544 DA;UTRECHT;Openbaar
UTRECHT;UTRECHT;24TR03;X!! media en vormgeving;UTRECHT;NUOVO scholengroep, openbaar vmbo, mavo, havo, vwo - loc. X11media en vormgeving;Vondellaan 178, 3521 GH UTRECHT;Vondellaan;178;3521 GH;UTRECHT;Openbaar
UTRECHT;UTRECHT;24TR05;Via Nova College;UTRECHT;NUOVO scholengroep, openbaar vmbo, mavo, havo, vwo - locatie Via Nova College;Maartvlinder 7, 3544 DA UTRECHT;Maartvlinder;7;3544 DA;UTRECHT;Openbaar
UTRECHT;UTRECHT;27DG00;De Passie;UTRECHT;de Passie, Evangelische School voor Vmbo-tl, Havo, Vwo;Zwarte Woud 211, 3524 SG UTRECHT;Zwarte Woud;211;3524 SG;UTRECHT;Evangelisch
UTRECHT;UTRECHT;30UB00;UniC;UTRECHT;UniC school voor vwo en havo;Van Bijnkershoeklaan 2, 3527 XL UTRECHT;Van Bijnkershoeklaan;2;3527 XL;UTRECHT;Overige
UTRECHTSE HEUVELRUG;DOORN;02VR04;Revius Lyceum Doorn;UTRECHTSE HEUVELRUG;Christelijk Voortgezet Onderwijs Groep Zuidoost Utrecht Lyceum Havo Mavo Vbo;Driebergsestraatweg 6-C, 3941 ZX DOORN;Driebergsestraatweg;6-C;3941 ZX;DOORN;Protestants-Christelijk
UTRECHTSE HEUVELRUG;MAARSBERGEN;07KP00;Vakcollege Maarsbergen;UTRECHTSE HEUVELRUG;Vakcollege Maarsbergen voor Mavo Vbo;Woudenbergseweg 22-A, 3953 MG MAARSBERGEN;Woudenbergseweg;22-A;3953 MG;MAARSBERGEN;Openbaar
UTRECHTSE HEUVELRUG;DOORN;17BI02;Schoonoord Doorn ;UTRECHTSE HEUVELRUG;Opb Sgm Schoonoord Voor Lyc Havo Mavo Vbo Lwoo;Frans van Dijklaan 2, 3941 KD DOORN;Frans van Dijklaan;2;3941 KD;DOORN;Openbaar
VALKENSWAARD;VALKENSWAARD;21GV00;SG Were Di;VALKENSWAARD;Scholengemeenschap Were Di voor Lyc Havo Mavo Vbo Lwoo;Merendreef 1, 5553 CC VALKENSWAARD;Merendreef;1;5553 CC;VALKENSWAARD;Rooms-Katholiek
VEENENDAAL;VEENENDAAL;02MF00;CSV Veenendaal;VEENENDAAL;Christelijke Scholengemeenschap voor VMBO en Praktijkonderwijs;Sportlaan 11-13, 3905 AD VEENENDAAL;Sportlaan;11-13;3905 AD;VEENENDAAL;Protestants-Christelijk
VEENENDAAL;VEENENDAAL;02VM00;Christelijk Lyceum;VEENENDAAL;Christelijk Lyceum Scholengemeenschap voor Mavo Havo Lyceum;Kerkewijk 149, 3904 JC VEENENDAAL;Kerkewijk;149;3904 JC;VEENENDAAL;Protestants-Christelijk
VEENENDAAL;VEENENDAAL;06SU00;Ichthus College;VEENENDAAL;Ichthus College Scholengemeenschap voor Atheneum Havo Mavo;Vondellaan 4, 3906 EA VEENENDAAL;Vondellaan;4;3906 EA;VEENENDAAL;Protestants Christelijk/Reform
VEENENDAAL;VEENENDAAL;19IP00;Rembrandt College;VEENENDAAL;Rembrandt College Openbare Scholengemeenschap voor Mavo Havo Ath;Rembrandtlaan 2, 3904 ZK VEENENDAAL;Rembrandtlaan;2;3904 ZK;VEENENDAAL;Openbaar
VEGHEL;VEGHEL;04SU00;Zwijsen College Veghel;VEGHEL;Voortgezet Onderwijs Veghel;Pr W Alexander Sportprk 15, 5461 XL VEGHEL;Pr W Alexander Sportprk;15;5461 XL;VEGHEL;Rooms-Katholiek
VEGHEL;VEGHEL;04SU02;Fioretti College;VEGHEL;"Voortgezet Onderwijs Veghel; Fioretti College";Muntelaar 4, 5467 HA VEGHEL;Muntelaar;4;5467 HA;VEGHEL;Rooms-Katholiek
VELDHOVEN;VELDHOVEN;15BS00;Sondervick College;VELDHOVEN;Sondervick College RK Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;Knegselseweg 30, 5504 NC VELDHOVEN;Knegselseweg;30;5504 NC;VELDHOVEN;Rooms-Katholiek
VIANEN;VIANEN UT;17GM02;Oosterlicht College;VIANEN;Oosterlicht College Pc Sgm V Ath Havo Mavo Vbo;Uithoflaan 1, 4133 GZ VIANEN UT;Uithoflaan;1;4133 GZ;VIANEN UT;Protestants-Christelijk
VLAARDINGEN;VLAARDINGEN;00VR00;St.- Jozefmavo;VLAARDINGEN;St.- Jozefmavo;Willem de Zwijgerlaan 240, 3136 AX VLAARDINGEN;Willem de Zwijgerlaan;240;3136 AX;VLAARDINGEN;Rooms-Katholiek
VLAARDINGEN;VLAARDINGEN;17WQ00;Lentiz - Groen van Prinstererlyceum;VLAARDINGEN;Lentiz onderwijsgroep;Rotterdamseweg 55, 3135 PT VLAARDINGEN;Rotterdamseweg;55;3135 PT;VLAARDINGEN;Interconfessioneel
